codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQRMNOPRPHJMLOCDEHPJB00784998,2023,3,Noroeste,29,16/03/1952,71,asistio,"Secundaria
Incompleta",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,40000,35,10,56,285.7142857142857
TQRMNOTVSHLLKRCDEGKDB00805058,2023,3,Pampeana,14,12/03/1965,58,asistio,"Secundaria
Completa",Privada,7100,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,48,13,40,781.25
TQRMNOPSPHJOKRCDEGNFJ00805348,2023,3,Patagonia,17,11/12/1977,45,asistio,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,86000,50,14,26,430
TQRMNOPQRHMKPRCDEIJAH00812158,2023,3,Gran Buenos Aires,33,29/01/1961,62,asistio,"Superior
Universitaria
Completa",Privada,4903,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,63,19,38,1190.4761904761904
TQRMNOSTVHLOLMCDEGIBJ00804772,2023,3,Noreste,12,01/01/1900,35,asistio,"Secundaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,20,13,17,1500
TQRMNOQXRHLNKOCDEGJBF00804930,2023,3,Pampeana,13,11/05/1998,25,asistio,"Secundaria
Completa",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,60,13,7,333.3333333333333
TQRMNOPWYHMMMRCDEIJAH00812525,2023,3,Gran Buenos Aires,33,09/05/1983,40,asistio,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Patron,unico,Sabe leer y escribir,100000,56,14,21,446.42857142857144
TQRMNOUSRHJOKSCDEFNFF00782614,2023,3,Noreste,7,30/03/1990,33,asistio,"Secundaria
Completa",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,48,13,15,416.6666666666667
TQRMNOQTUHJMLPCDEHIBB00784231,2023,3,Noroeste,22,01/01/1900,47,asistio,"Secundaria
Completa",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,40,13,29,937.5
TQRMNOSPSHLMLUCDEHJGH00805953,2023,3,Noroeste,23,19/01/1973,50,asistio,"Secundaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,25,10,35,1500
TQSMNORYSHKOKUCDEGOIH00789674,2023,3,Noroeste,18,01/03/1976,47,asistio,"Secundaria
Completa",Privada,5300,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,40,13,29,937.5
TQRMNOQRVHKOLTCDEHNHB00790714,2023,3,Cuyo,27,18/06/1988,35,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,200000,60,13,17,833.3333333333334
TQRMNORTYHMLKPCDEHJGH00810920,2023,3,Noroeste,23,26/04/1987,36,asistio,"Superior
Universitaria
Completa",Privada,6400,Varon,Patron,multiples,Sabe leer y escribir,470000,50,19,12,2350
TQRMNOPRXHKMKSCDEGPDJ00789887,2023,3,Noroeste,19,25/02/1964,59,asistio,"Primaria
Completa",Privada,4807,Varon,Patron,multiples,Sabe leer y escribir,75000,48,8,46,390.625
TQRMNOQTRHJOKTCDEIHJF00785235,2023,3,Patagonia,31,13/06/1990,33,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,35,13,15,2142.8571428571427
TQRMNOQYVHMOSTCDEIJAH00812537,2023,3,Gran Buenos Aires,33,27/01/1962,61,asistio,"Secundaria
Completa",Privada,1400,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,40,13,43,1250
TQRMNOQXUHKOKTCDEFPCH00788485,2023,3,Patagonia,9,30/05/1976,47,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,24,13,29,833.3333333333334
TQRMNORXXHKMMLCDEHJGH00810947,2023,3,Noroeste,23,24/11/1993,29,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,60,13,11,833.3333333333334
TQRMNOSUUHJMKTCDEFPCH00782916,2023,3,Patagonia,9,23/08/1974,48,asistio,"Superior
Universitaria
Completa",Privada,7100,Varon,Obrero o empleado,unico,Sabe leer y escribir,450000,45,19,24,2500
TQRMNOTWWHMMLOCDEHLEH00811155,2023,3,Noroeste,25,01/01/1900,40,asistio,"Secundaria
Completa",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,180000,12,13,22,3750
TQRMNORUQHJOLNCDEHMHF00784690,2023,3,Cuyo,26,06/08/1976,47,asistio,"Secundaria
Incompleta",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,24,11,31,625
TQRMNORWRHJMRLCDEIJAH00785966,2023,3,Gran Buenos Aires,33,31/12/1982,40,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,60,13,22,833.3333333333334
TQRMNOQWVHJMKOCDEIOAH00786916,2023,3,Pampeana,38,01/01/1900,24,asistio,"Secundaria
Completa",Privada,9602,Mujer,Cuenta propia,multiples,Sabe leer y escribir,180000,40,13,6,1125
TQRMNOPQYHMMLTCDEIKAH00812961,2023,3,Pampeana,34,03/09/1980,43,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,72000,48,13,25,375
TQRMNOSURHLMKNCDEFJAH00803497,2023,3,Pampeana,3,07/06/1994,29,asistio,"Superior
Universitaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,24000,7,16,8,857.1428571428571
TQRMNOSQSHLKSQCDEIJAH00807592,2023,3,Gran Buenos Aires,33,09/05/1986,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,40,19,13,2500
TQRMNORPUHKOKPCDEGOIH00789628,2023,3,Noroeste,18,26/06/1989,34,asistio,"Primaria
Completa",Privada,8102,Varon,Cuenta propia,unico,Sabe leer y escribir,60000,48,8,21,312.5
TQRMNOPUQHJLKOCDEHGHJ00784112,2023,3,Patagonia,20,06/06/1988,35,asistio,"Secundaria
Completa",Privada,9700,Mujer,Cuenta propia,unico,Sabe leer y escribir,20000,6,13,17,833.3333333333334
TQRMNOQVTHMOLPCDEGOIH00810561,2023,3,Noroeste,18,16/10/1993,29,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,85000,24,15,9,885.4166666666666
TQRMNORQUHMOLLCDEGIBJ00809813,2023,3,Noreste,12,29/10/1978,44,asistio,"Primaria
Completa",Privada,1501,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,40,8,31,1000
TQRMNOPXTHKKQRCDEIJAH00791686,2023,3,Gran Buenos Aires,33,16/08/1982,41,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,165000,108,10,26,381.94444444444446
TQRMNOPRVHMOKNCDEFIAH00808591,2023,3,Pampeana,2,18/08/1973,50,asistio,"Secundaria
Incompleta",Privada,4904,Varon,Cuenta propia,multiples,Sabe leer y escribir,345000,44,10,35,1960.2272727272727
TQRMNOUTVHJOKMCDEHPJB00784887,2023,3,Noroeste,29,19/05/1984,39,asistio,"Secundaria
Completa",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,270000,48,13,21,1406.25
TQRMNOSRXHJKKSCDEFKID00782061,2023,3,Pampeana,4,31/12/1994,28,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,350000,45,18,5,1944.4444444444443
TQRMNOSSWHMMMLCDEGGFB00809655,2023,3,Cuyo,10,01/01/1900,21,asistio,"Secundaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,87000,30,8,8,725
TQRMNOSSUHJMKOCDEIOAH00786979,2023,3,Pampeana,38,01/01/1900,59,asistio,"Secundaria
Completa",Privada,4807,Mujer,Cuenta propia,unico,Sabe leer y escribir,40000,15,13,41,666.6666666666666
TQRMNPPTTHKMKMCDEHNHB00790730,2023,3,Cuyo,27,12/07/1964,59,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,82000,38,8,46,539.4736842105264
TQRMNOPYWHKNKOCDEGNFJ00789592,2023,3,Patagonia,17,01/01/1900,67,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,35,16,46,2857.1428571428573
TQRMNOUVTHKOPNCDEIJAH00792283,2023,3,Gran Buenos Aires,33,28/05/1964,59,asistio,"Primaria
Completa",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,25000,36,8,46,173.61111111111111
TQRMNOPPRHKMLLCDEIGED00811773,2023,3,Pampeana,30,06/04/1962,61,asistio,"Superior
Universitaria
Completa",Estatal,3600,Varon,Obrero o empleado,unico,Sabe leer y escribir,1000000,60,23,33,4166.666666666667
TQRMNOSUSHMOKNCDEGIBJ00809788,2023,3,Noreste,12,28/07/1956,67,asistio,"Primaria
Incompleta",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,50000,28,3,59,446.42857142857144
TQRMNORWRHKOLTCDEHPJB00790835,2023,3,Noroeste,29,23/11/1989,33,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,150000,25,13,15,1500
TQRMNOPUTHMNKSCDEOHCH00813313,2023,3,Patagonia,91,23/02/1989,34,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,34000,20,13,16,425
TQRMNORUSHKMKUCDEGJBF00788948,2023,3,Pampeana,13,01/01/1900,50,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,60000,15,13,32,1000
TQRMNOTWSHJLLQCDEFNFF00782652,2023,3,Noreste,7,08/07/1985,38,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,20000,8,8,25,625
TQRMNOQPQHMMKPCDEIHJF00811855,2023,3,Patagonia,31,05/08/1989,34,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,35,13,16,2142.8571428571427
TQRMNOSWUHLMMMCDEHPJB00806500,2023,3,Noroeste,29,02/11/1985,37,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,8,24,1041.6666666666667
TQRMNOPWXHLOKOCDEHJGH00805937,2023,3,Noroeste,23,13/07/1971,52,asistio,"Secundaria
Completa",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,220000,48,13,34,1145.8333333333333
TQRMNOQSPHJOKMCDEOJAH00793023,2023,3,Patagonia,93,29/09/1985,38,asistio,"Secundaria
Completa",Privada,102,Varon,Obrero o empleado,unico,Sabe leer y escribir,260000,60,13,20,1083.3333333333333
TQRMNOQXQHLNKMCDEGKDB00805082,2023,3,Pampeana,14,06/09/1998,25,asistio,"Primaria
Completa",Privada,101,Varon,Obrero o empleado,unico,Sabe leer y escribir,24000,16,8,12,375
TQRMNORSUHMNLNCDEHGHJ00810724,2023,3,Patagonia,20,15/01/1990,33,asistio,"Secundaria
Incompleta",Otra,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,80000,20,12,16,1000
TQRMNORPXHJLLMCDEHNHB00784864,2023,3,Cuyo,27,02/04/1990,33,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,199991,42,19,9,1190.422619047619
TQRMNOQYTHJLNNCDEIIAD00785405,2023,3,Gran Buenos Aires,32,25/04/1996,27,asistio,"Superior
Universitaria
Incompleta",Privada,4802,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,36,15,7,1388.888888888889
TQRMNOVQVHKMKPCDEFNFF00788160,2023,3,Noreste,7,09/11/1994,28,asistio,"Superior
Universitaria
Completa",Privada,6900,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,210000,35,19,4,1500
TQRMNOSPTHLMKPCDEHJGH00805871,2023,3,Noroeste,23,13/03/2000,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,32000,10,15,3,800
TQRMNORWXHKLMRCDEIJAH00791578,2023,3,Gran Buenos Aires,33,03/06/1995,28,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8600,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,99991,42,13,10,595.1845238095239
TQRMNORVXHLMKUCDEGOIH00805430,2023,3,Noroeste,18,31/05/1994,29,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,65000,36,13,11,451.3888888888889
TQRMNOSWYHKNLQCDEFNFF00788092,2023,3,Noreste,7,08/09/1983,39,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,55900,30,10,24,465.8333333333333
TQRMNOSPRHKOLNCDEFOCD00788389,2023,3,Noreste,8,25/04/2001,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8200,Varon,Obrero o empleado,unico,Sabe leer y escribir,90000,36,15,2,625
TQRMNOQPTHJNMMCDEIJAH00807238,2023,3,Gran Buenos Aires,33,02/03/1988,35,asistio,"Primaria
Completa",Privada,8102,Varon,Cuenta propia,unico,Sabe leer y escribir,7000,28,8,22,62.5
TQRMNOPRPHLOLQCDEHNHB00806396,2023,3,Cuyo,27,12/05/1994,29,asistio,"Secundaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10000,8,13,11,312.5
TQRMNOPTQHLMLQCDEGGFB00804526,2023,3,Cuyo,10,01/01/1900,51,asistio,"Superior
Universitaria
Incompleta",Privada,5201,Varon,Obrero o empleado,unico,Sabe leer y escribir,280000,44,14,32,1590.909090909091
TQRMNOUVPHLOLPCDEGJBF00804922,2023,3,Pampeana,13,06/02/1993,30,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,40,7,18,625
TQSMNOPSYHJMKQCDEOHCH00792970,2023,3,Patagonia,91,12/01/1978,45,asistio,"Secundaria
Completa",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,50000,24,13,27,520.8333333333334
TQRMNOQWVHMMKNCDEGGFB00809639,2023,3,Cuyo,10,11/03/1966,57,asistio,"Secundaria
Incompleta",Privada,4904,Varon,Cuenta propia,unico,Sabe leer y escribir,250000,40,11,41,1562.5
TQRMNOPVSHLOSTCDEIJAH00807246,2023,3,Gran Buenos Aires,33,09/04/2002,21,asistio,"Secundaria
Incompleta",Privada,4804,Varon,Cuenta propia,unico,Sabe leer y escribir,40000,18,9,7,555.5555555555555
TQRMNOQURHMMLRCDEFLID00809114,2023,3,Pampeana,5,08/03/1955,68,asistio,"Secundaria
Completa",Privada,7400,Varon,Cuenta propia,unico,Sabe leer y escribir,400000,28,13,50,3571.4285714285716
TQRMNOPVYHKNKNCDEGGFB00788517,2023,3,Cuyo,10,28/08/1958,64,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,9500,6,1,58,395.8333333333333
TQRMNOWQSHJOKUCDEGNFJ00783853,2023,3,Patagonia,17,27/08/1991,32,asistio,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,40,15,12,1250
TQRMNOUUYHKKKMCDEIOAH00792771,2023,3,Pampeana,38,16/01/1998,25,asistio,"Secundaria
Completa",Privada,4903,Mujer,Obrero o empleado,unico,Sabe leer y escribir,50000,30,13,7,416.6666666666667
TQRMNOSYRHJOLNCDEHNHB00784757,2023,3,Cuyo,27,03/08/1977,45,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,88000,36,13,27,611.1111111111111
TQRMNOQSVHLLPQCDEIJAH00807524,2023,3,Gran Buenos Aires,33,03/12/1976,46,asistio,"Secundaria
Completa",Privada,4904,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,45,13,28,1111.111111111111
TQRMNOPSUHKMKNCDEHNHB00790755,2023,3,Cuyo,27,19/09/1980,42,asistio,"Primaria
Completa",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,44,8,29,454.54545454545456
TQRMNOURRHMOKMCDEFPCH00809546,2023,3,Patagonia,9,22/09/1968,54,asistio,"Primaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,280000,44,8,41,1590.909090909091
TQRMNOPTWHKMMLCDEFKID00787612,2023,3,Pampeana,4,01/01/1900,50,asistio,"Superior
Universitaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,190000,35,16,29,1357.142857142857
TQRMNOSXRHLMMLCDEGJBF00804901,2023,3,Pampeana,13,10/04/1957,66,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,130000,25,12,49,1300
TQSMNORSWHMMKQCDEHPJB00811589,2023,3,Noroeste,29,15/02/1996,27,asistio,"Secundaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,96000,24,13,9,1000
TQRMNOUXYHLLKMCDEGIBJ00809829,2023,3,Noreste,12,27/08/1960,62,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,63500,30,13,44,529.1666666666666
TQRMNOSUPHLLNUCDEIIAD00811960,2023,3,Gran Buenos Aires,32,25/06/1981,42,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,10,22,15,750
TQRMNOPVUHLOLQCDEFJAH00803595,2023,3,Pampeana,3,03/03/1988,35,asistio,"Secundaria
Completa",Privada,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,80000,40,13,17,500
TQRMNOTSRHLOKOCDEHPJB00806570,2023,3,Noroeste,29,01/01/1900,38,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,30,13,20,1500
TQRMNOXUQHLKLUCDEIJAH00807161,2023,3,Gran Buenos Aires,33,22/11/1974,48,asistio,"Secundaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,140000,48,13,30,729.1666666666666
TQRMNOQXYHKOKMCDEFMDB00787931,2023,3,Pampeana,6,01/02/1985,38,asistio,"Secundaria
Incompleta",Privada,1009,Mujer,Cuenta propia,multiples,Sabe leer y escribir,140000,118,12,21,296.6101694915254
TQRMNOPWYHJMLPCDEIMBF00786777,2023,3,Pampeana,36,01/01/1900,54,asistio,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,20,15,34,2250
TQRMNORQRHKKPQCDEIJAH00792265,2023,3,Gran Buenos Aires,33,18/06/1955,68,asistio,"Superior
Universitaria
Incompleta",Privada,6200,Varon,Patron,unico,Sabe leer y escribir,400000,45,18,45,2222.222222222222
TQRMNORVQHLMKNCDEFPCH00804481,2023,3,Patagonia,9,01/05/1981,42,asistio,"Superior
Universitaria
Incompleta",Privada,4904,Varon,Obrero o empleado,unico,Sabe leer y escribir,720000,72,14,23,2500
TQRMNOTPQHKOLQCDEHJGH00790185,2023,3,Noroeste,23,29/06/1990,33,asistio,"Secundaria
Completa",Privada,4504,Varon,Cuenta propia,unico,Sabe leer y escribir,140000,54,13,15,648.1481481481482
TQRMNOPRTHKMLSCDEGJBF00788907,2023,3,Pampeana,13,28/07/1991,32,asistio,"Superior
Universitaria
Completa",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,90000,48,16,11,468.75
TQRMNOSRVHMNLMCDEHNHB00811460,2023,3,Cuyo,27,28/07/1983,40,asistio,"Secundaria
Completa",Privada,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,30,13,22,833.3333333333334
TQRMNORUSHLMMOCDEIJAH00807197,2023,3,Gran Buenos Aires,33,31/05/1979,44,asistio,"Superior
Universitaria
Incompleta",Privada,8509,Varon,Obrero o empleado,multiples,Sabe leer y escribir,199991,58,15,24,862.0301724137931
TQRMNOSYVHKMRLCDEIJAH00795081,2023,3,Gran Buenos Aires,33,19/02/1981,42,asistio,"Primaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,52000,30,8,29,433.3333333333333
TQRMNOPQXHJMLOCDEHPJB00785017,2023,3,Noroeste,29,28/09/1970,52,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,400000,45,19,28,2222.222222222222
TQRMNOSWQHJOLSCDEFKID00782213,2023,3,Pampeana,4,01/01/1900,48,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,30,16,27,1666.6666666666667
TQRMNOTSXHMLKUCDEHNHB00811386,2023,3,Cuyo,27,19/04/1984,39,asistio,"Secundaria
Completa",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,20000,39,13,21,128.2051282051282
TQRMNORSSHJOMMCDEHPJB00784950,2023,3,Noroeste,29,18/06/2005,18,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,30000,18,13,0,416.6666666666667
TQRMNORTXHMOKSCDEGPDJ00810692,2023,3,Noroeste,19,24/05/1980,43,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,40,19,19,1875
TQRMNORQVHLMLOCDEIMBF00808040,2023,3,Pampeana,36,21/10/1971,51,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,75400,18,11,35,1047.2222222222222
TQRMNOSUVHLLKOCDEGLDF00805194,2023,3,Noreste,15,26/08/1973,49,asistio,"Secundaria
Completa",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,20,13,31,1000
TQRMNORUQHJKKMCDEFPCH00782899,2023,3,Patagonia,9,17/07/1977,46,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Cuenta propia,unico,Sabe leer y escribir,25000,15,19,22,416.6666666666667
TQRMNORQQHKMNRCDEIIAD00791413,2023,3,Gran Buenos Aires,32,12/10/1973,49,asistio,"Superior
Universitaria
Incompleta",Privada,6900,Varon,Obrero o empleado,unico,Sabe leer y escribir,550000,52,18,26,2644.230769230769
TQRMNOPXRHKMLPCDEGJBF00789108,2023,3,Pampeana,13,03/06/1997,26,asistio,"Secundaria
Completa",Privada,8200,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,30,13,8,1250
TQRMNOPWTHJOKQCDEGJBF00783413,2023,3,Pampeana,13,17/09/1966,57,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,60000,19,3,49,789.4736842105264
TQRMNOTUPHMNKOCDEIKAH00812874,2023,3,Pampeana,34,08/06/2001,22,asistio,"Secundaria
Completa",Privada,9000,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13991,7,13,4,499.67857142857144
TQRMNOQVWHJOOQCDEIJAH00786053,2023,3,Gran Buenos Aires,33,04/08/1958,65,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,24,16,44,3125
TQRMNORYUHMOLMCDEGPDJ00810629,2023,3,Noroeste,19,10/11/1982,40,asistio,"Superior
Universitaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,300000,30,16,19,2500
TQRMNOQRTHJMLLCDEHJGH00784423,2023,3,Noroeste,23,25/04/1969,54,asistio,"Superior
Universitaria
Incompleta",Privada,9502,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,46,13,36,434.7826086956522
TQRMNOQTYHKOMLCDEGJBF00789106,2023,3,Pampeana,13,11/03/1999,24,asistio,"Secundaria
Incompleta",Privada,2201,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,45,9,10,666.6666666666666
TQRMNOWRXHKOLMCDEHLEH00790382,2023,3,Noroeste,25,01/01/1900,27,asistio,"Secundaria
Completa",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,70,13,9,357.14285714285717
TQRMNOPWRHMLKTCDEHJGH00811032,2023,3,Noroeste,23,31/08/1964,58,asistio,"Superior
Universitaria
Incompleta",Privada,6500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,70,17,36,642.8571428571429
TQRMNOQTVHLOLQCDEFNFF00804154,2023,3,Noreste,7,14/07/1964,59,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,20000,6,8,46,833.3333333333334
TQRMNOQYTHKMLNCDEFPCH00788408,2023,3,Patagonia,9,23/09/1977,45,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4808,Varon,Patron,unico,Sabe leer y escribir,500000,70,17,23,1785.7142857142858
TQRMNOPYSHKMKQCDEIOAH00792694,2023,3,Pampeana,38,30/09/1993,29,asistio,"Secundaria
Completa",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,40,13,11,1187.5
TQRMNOPPUHKMKTCDEHNHB00790645,2023,3,Cuyo,27,08/06/1970,53,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,46,13,35,434.7826086956522
TQRMNOQSQHLMSUCDEIJAH00807480,2023,3,Gran Buenos Aires,33,21/12/1978,44,asistio,"Secundaria
Completa",Privada,4503,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,39,13,26,512.8205128205128
TQRMNOPTUHJMLQCDEIJAH00785802,2023,3,Gran Buenos Aires,33,05/05/2005,18,asiste actualmente,"Secundaria
Incompleta",Privada,9301,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,12,13,0,3333.3333333333335
TQRMNOSSSHMLLOCDEHPJB00811609,2023,3,Noroeste,29,30/01/2000,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8509,Varon,Obrero o empleado,multiples,Sabe leer y escribir,126000,30,17,1,1050
