codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQRMNOSPYHKOLMCDEHLEH00793820,2023,3,Noroeste,25,01/01/1900,51,asistio,"Primaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,75000,25,8,38,750
TQRMNOQXYHJMLLCDEHLEH00784541,2023,3,Noroeste,25,01/01/1900,38,asistio,"Secundaria
Completa",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,130000,58,13,20,560.3448275862069
TQRMNOQPPHKOKNCDEGNFJ00789620,2023,3,Patagonia,17,27/06/1991,32,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,50000,20,8,19,625
TQRMNOPTRHLNKUCDEHJGH00805959,2023,3,Noroeste,23,01/07/1984,39,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,12,13,21,625
TQRMNOPPQHJMLNCDEFPCH00782895,2023,3,Patagonia,9,22/08/2003,20,asiste actualmente,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,35000,9,9,6,972.2222222222222
TQRMNOTYTHKMLOCDEOHCH00792852,2023,3,Patagonia,91,30/10/1996,26,asistio,"Superior
Universitaria
Completa",Privada,6900,Mujer,Obrero o empleado,unico,Sabe leer y escribir,100000,42,19,2,595.2380952380952
TQRMNOSVYHLOKPCDEIMBF00808025,2023,3,Pampeana,36,08/03/1986,37,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,48,11,21,520.8333333333334
TQRMNOPRSHJMLQCDEFJAH00808771,2023,3,Pampeana,3,13/06/1967,56,asistio,"Superior
Universitaria
Completa",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,44,16,35,681.8181818181819
TQRMNOPYSHKMKQCDEIOAH00792694,2023,3,Pampeana,38,16/07/1992,31,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,10,13,13,2000
TQRMNOSWUHJLLLCDEIOAH00787006,2023,3,Pampeana,38,01/01/1900,23,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,40,11,7,625
TQRMNOUXRHLOLMCDEGIBJ00804753,2023,3,Noreste,12,19/03/1979,44,asistio,"Primaria
Completa",Privada,1400,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,25,8,31,600
TQRMNOSXTHMOLPCDEHIBB00810835,2023,3,Noroeste,22,08/07/2004,19,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,30000,12,13,1,625
TQRMNOPUVHKOKTCDEFPCH00788497,2023,3,Patagonia,9,24/11/1975,47,asistio,"Superior
Universitaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,500000,45,19,23,2777.777777777778
TQRMNOQQWHJLKSCDEGGFB00782951,2023,3,Cuyo,10,01/01/1900,36,asistio,"Superior
Universitaria
Completa",Privada,5601,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,600000,40,19,12,3750
TQRMNOPQVHLOKQCDEGNFJ00805259,2023,3,Patagonia,17,05/12/1966,56,asistio,"Primaria
Completa",Privada,101,Varon,Obrero o empleado,unico,Sabe leer y escribir,40000,60,8,43,166.66666666666666
TQRMNOQXXHMMKUCDEGPDJ00810594,2023,3,Noroeste,19,28/02/1991,32,asistio,"Superior
Universitaria
Completa",Privada,6100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,48,16,11,1041.6666666666667
TQRMNORPYHLMMOCDEGJBF00804821,2023,3,Pampeana,13,04/04/1969,54,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,220000,20,16,33,2750
TQRMNOTPVHMMLNCDEOJAH00813455,2023,3,Patagonia,93,03/11/1992,30,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,130000,60,13,12,541.6666666666666
TQRMNOSPXHLNLLCDEHJGH00806020,2023,3,Noroeste,23,07/12/1961,61,asistio,"Primaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,40000,40,8,48,250
TQRMNORPXHKMMOCDEFKID00787678,2023,3,Pampeana,4,19/01/1979,44,asistio,"Superior
Universitaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,24000,6,14,25,1000
TQRMNOTRRHLOQUCDEIJAH00807475,2023,3,Gran Buenos Aires,33,11/11/1975,47,asistio,"Secundaria
Completa",Privada,9503,Varon,Patron,unico,Sabe leer y escribir,250000,40,13,29,1562.5
TQRMNOPWSHLLKOCDEIJAH00807713,2023,3,Gran Buenos Aires,33,11/11/1971,51,asistio,"Secundaria
Completa",Privada,3300,Varon,Patron,unico,Sabe leer y escribir,200000,30,13,33,1666.6666666666667
TQRMNORUYHJNKOCDEHLEH00784544,2023,3,Noroeste,25,01/01/1900,26,asistio,"Secundaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,50000,45,13,8,277.77777777777777
TQRMNOSVRHMMKRCDEIOAH00813106,2023,3,Pampeana,38,01/01/1900,25,asistio,"Secundaria
Completa",Privada,3300,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,60,13,7,1250
TQRMNORXRHMNLMCDEGJBF00810027,2023,3,Pampeana,13,07/10/1979,43,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,25600,8,8,30,800
TQRMNOVYXHMLLSCDEGJBF00809892,2023,3,Pampeana,13,03/03/1992,31,asistio,"Superior
Universitaria
Completa",Privada,7100,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,19,7,1250
TQRMNORQVHMMKNCDEHLEH00811162,2023,3,Noroeste,25,01/01/1900,41,asistio,"Secundaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,90000,30,13,23,750
TQRMNOPUYHLOLPCDEHLEH00806136,2023,3,Noroeste,25,01/01/1900,20,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4804,Varon,Cuenta propia,unico,Sabe leer y escribir,60000,24,14,1,625
TQRMNOTQTHMMLQCDEFKID00808874,2023,3,Pampeana,4,01/01/1900,42,asistio,"Secundaria
Incompleta",Privada,4804,Mujer,Cuenta propia,multiples,Sabe leer y escribir,230000,47,11,26,1223.404255319149
TQRMNOSRYHLOKOCDEHMHF00806231,2023,3,Cuyo,26,02/02/1992,31,asistio,"Primaria
Completa",Privada,4904,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,72,8,18,694.4444444444445
TQRMNORSUHJOLPCDEHLEH00784595,2023,3,Noroeste,25,01/01/1900,42,asistio,"Primaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,110000,25,8,29,1100
TQRMNOSPVHKKLOCDEGJBF00809964,2023,3,Pampeana,13,15/10/1966,56,asistio,"Superior
Universitaria
Completa",Privada,4903,Mujer,Cuenta propia,unico,Sabe leer y escribir,200000,56,19,32,892.8571428571429
TQRMNOSTVHLOLMCDEGIBJ00804772,2023,3,Noreste,12,28/08/1955,67,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,68000,24,13,49,708.3333333333334
TQRMNOSPPHLMLUCDEHJGH00805890,2023,3,Noroeste,23,10/05/1983,40,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,50000,70,13,22,178.57142857142858
TQRMNOQTQHJMKUCDEHJGH00784394,2023,3,Noroeste,23,26/03/1969,54,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,120000,48,13,36,625
TQRMNOPVXHMOKRCDEGJBF00810036,2023,3,Pampeana,13,12/12/1970,52,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,40,11,36,625
TQRMNOSYVHJMLMCDEGPDJ00784049,2023,3,Noroeste,19,04/07/1996,27,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,9000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,160000,41,14,8,975.609756097561
TQRMNOUQUHJKKOCDEIOAH00813120,2023,3,Pampeana,38,20/01/1999,24,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,45,18,1,1111.111111111111
TQRMNORPVHKOLQCDEHPJB00790820,2023,3,Noroeste,29,06/12/1975,47,asistio,"Secundaria
Incompleta",Privada,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,270000,45,12,30,1500
TQRMNORVPHMLKPCDEIHJF00811889,2023,3,Patagonia,31,05/01/1982,41,asistio,"Secundaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,320000,35,13,23,2285.714285714286
TQRMNOTRRHLOLSCDEHNHB00806306,2023,3,Cuyo,27,07/12/1971,51,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,320000,48,19,27,1666.6666666666667
TQRMNOQRXHMKKSCDEGIBJ00809808,2023,3,Noreste,12,15/02/1963,60,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,13,42,1250
TQRMNORPTHKOLOCDEFPCH00794068,2023,3,Patagonia,9,05/02/1999,24,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,48,14,5,937.5
TQRMNOTPXHLMLNCDEGNFJ00805247,2023,3,Patagonia,17,01/01/1900,24,asistio,"Secundaria
Completa",Privada,9601,Varon,Obrero o empleado,unico,Sabe leer y escribir,115000,44,13,6,653.4090909090909
TQRMNOPQSHMOLMCDEFJAH00808782,2023,3,Pampeana,3,26/06/1977,46,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,20,13,28,375
TQRMNOUPWHJOKRCDEOHCH00787093,2023,3,Patagonia,91,14/10/1961,61,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,92000,32,10,46,718.75
TQRMNOSPWHKOLUCDEFIAH00793923,2023,3,Pampeana,2,07/04/1997,26,asistio,"Superior
Universitaria
Completa",Privada,6200,Varon,Obrero o empleado,unico,Sabe leer y escribir,450000,45,16,5,2500
TQRMNOVYYHJOMMCDEFKID00782040,2023,3,Pampeana,4,01/01/1900,19,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,40000,20,14,0,500
TQRMNOQXQHMMKNCDEGKDB00810184,2023,3,Pampeana,14,09/01/1964,59,asistio,"Secundaria
Incompleta",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,40000,56,11,43,178.57142857142858
TQRMNOSSWHKOLSCDEFLID00793825,2023,3,Pampeana,5,08/01/1991,32,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,130000,40,13,14,812.5
TQRMNOPPYHKKNMCDEIIAD00791354,2023,3,Gran Buenos Aires,32,08/07/1992,31,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,36,13,13,1041.6666666666667
TQRMNORRSHJMLMCDEGLDF00783673,2023,3,Noreste,15,27/09/1988,34,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,40,15,14,1000
TQRMNOSSSHMNLQCDEFNFF00809334,2023,3,Noreste,7,07/07/1979,44,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,35,8,31,428.57142857142856
TQRMNORQSHJMKPCDEHGHJ00784149,2023,3,Patagonia,20,13/02/1995,28,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,200000,50,16,7,1000
TQRMNOUYXHKOKSCDEHIBB00790001,2023,3,Noroeste,22,10/01/2003,20,asistio,"Secundaria
Incompleta",Privada,4504,Varon,Obrero o empleado,unico,Sabe leer y escribir,32000,48,10,5,166.66666666666666
TQRMNOQUXHLLKQCDEFKID00803621,2023,3,Pampeana,4,01/01/1900,37,asistio,"Superior
Universitaria
Completa",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,310000,50,16,16,1550
TQRMNOPTXHJOMLCDEIKAH00792443,2023,3,Pampeana,34,13/09/1985,38,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,200000,60,13,20,833.3333333333334
TQRMNOUYQHLMKTCDEIMBF00808136,2023,3,Pampeana,36,16/04/1998,25,asistio,"Superior
Universitaria
Completa",Privada,9301,Varon,Obrero o empleado,multiples,Sabe leer y escribir,180000,60,19,1,750
TQSMNOTTQHJORSCDEIJAH00791755,2023,3,Gran Buenos Aires,33,17/09/1962,61,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,160000,40,13,43,1000
TQRMNOTWPHKOKSCDEHNHB00790622,2023,3,Cuyo,27,19/03/1987,36,asistio,"Secundaria
Completa",Privada,6200,Varon,Obrero o empleado,unico,Sabe leer y escribir,280000,40,13,18,1750
TQRMNOUQWHJOLQCDEOHCH00787031,2023,3,Patagonia,91,18/12/1977,45,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Patron,unico,Sabe leer y escribir,280000,40,16,24,1750
TQRMNOSPSHJMLRCDEGJBF00783247,2023,3,Pampeana,13,26/09/1976,46,asistio,"Superior
Universitaria
Completa",Privada,3800,Varon,Obrero o empleado,unico,Sabe leer y escribir,380000,42,19,22,2261.904761904762
TQRMNOTVPHJLKTCDEGKDB00783548,2023,3,Pampeana,14,01/01/1900,46,asistio,"Superior
Universitaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,50,19,22,1000
TQRMNOPSPHJMLNCDEGJBF00783363,2023,3,Pampeana,13,25/10/1978,44,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,280000,50,19,20,1400
TQRMNOQVVHJONTCDEIJAH00791995,2023,3,Gran Buenos Aires,33,06/09/1983,39,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,320000,78,16,18,1025.6410256410256
TQRMNOPQRHLOLNCDEHMHF00806172,2023,3,Cuyo,26,19/11/1985,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,72,16,16,868.0555555555555
TQRMNOQPTHKLLTCDEGJBF00788947,2023,3,Pampeana,13,25/05/1997,26,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,44,14,7,681.8181818181819
TQRMNOSXSHJOKQCDEGNFJ00783800,2023,3,Patagonia,17,01/05/1964,59,asistio,"Primaria
Incompleta",Privada,48,Mujer,Obrero o empleado,unico,Sabe leer y escribir,100000,28,4,50,892.8571428571429
TQRMNOPWWHKOKOCDEFOCD00788319,2023,3,Noreste,8,24/01/1974,49,asistio,"Secundaria
Completa",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,30,13,31,1166.6666666666667
TQRMNOQTTHMMKOCDEHPJB00811663,2023,3,Noroeste,29,14/06/1976,47,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,40000,29,8,34,344.82758620689657
TQSMNORXSHKLMUCDEIJAH00794113,2023,3,Gran Buenos Aires,33,14/03/2003,20,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9501,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,15,14,1,1333.3333333333333
TQRMNORQQHLOKPCDEHPJB00811523,2023,3,Noroeste,29,04/03/1973,50,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,70000,30,13,32,583.3333333333334
TQRMNOPPSHMMKRCDEGOIH00810582,2023,3,Noroeste,18,15/12/1986,36,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,30,8,23,250
TQRMNORWXHJOLLCDEGIBJ00783151,2023,3,Noreste,12,01/01/1900,40,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,50,23,12,1000
TQRMNORWTHJOLUCDEFKID00782200,2023,3,Pampeana,4,01/01/1900,29,asistio,"Secundaria
Completa",Privada,2900,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,13,11,1250
TQRMNOQQWHJMKRCDEOJAH00787153,2023,3,Patagonia,93,04/12/1995,27,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,64000,20,13,9,800
TQRMNOQWWHKMOQCDEIJAH00794677,2023,3,Gran Buenos Aires,33,14/05/1995,28,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,1501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,145000,30,15,8,1208.3333333333333
TQRMNORYPHJOLLCDEIJAH00786482,2023,3,Gran Buenos Aires,33,16/11/1982,40,asistio,"Superior
Universitaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,40,19,16,1875
TQRMNOUWQHJOKNCDEFPCH00782878,2023,3,Patagonia,9,06/05/1975,48,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,300000,48,8,35,1562.5
TQRMNOSRUHJOKNCDEFPCH00788413,2023,3,Patagonia,9,13/12/1976,46,asistio,"Superior
Universitaria
Completa",Privada,600,Varon,Obrero o empleado,unico,Sabe leer y escribir,500000,60,16,25,2083.3333333333335
TQRMNORWRHLOKUCDEFLID00803812,2023,3,Pampeana,5,04/06/1998,25,asistio,"Secundaria
Incompleta",Privada,8700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,90000,40,11,9,562.5
TQRMNORQTHKMKPCDEIMBF00792592,2023,3,Pampeana,36,03/06/2003,20,asistio,"Secundaria
Incompleta",Privada,4804,Varon,Obrero o empleado,unico,Sabe leer y escribir,206000,48,12,3,1072.9166666666667
TQSMNOPWXHLOLMCDEGGFB00804659,2023,3,Cuyo,10,01/01/1900,60,asistio,"Secundaria
Incompleta",Privada,3800,Varon,Cuenta propia,unico,Sabe leer y escribir,180000,10,12,43,4500
TQRMNORRUHJMKOCDEFKID00782238,2023,3,Pampeana,4,01/01/1900,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,171600,41,19,13,1046.341463414634
TQRMNOPYUHKOKSCDEOJAH00793062,2023,3,Patagonia,93,25/01/1992,31,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,35,16,10,1285.7142857142858
TQRMNOQYQHJLKUCDEIMBF00792656,2023,3,Pampeana,36,23/02/1976,47,asistio,"Superior
Universitaria
Completa",Estatal,3501,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,40,19,23,1875
TQRMNOPYPHJOKMCDEGOIH00783936,2023,3,Noroeste,18,12/03/1986,37,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,50000,30,13,19,416.6666666666667
TQRMNOQTYHKLKTCDEGIBJ00788880,2023,3,Noreste,12,31/08/1995,28,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,3100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,75000,16,16,7,1171.875
TQRMNOTQRHKLLLCDEFKID00787666,2023,3,Pampeana,4,29/10/1986,36,asistio,"Superior
Universitaria
Completa",Privada,6500,Varon,Obrero o empleado,unico,Sabe leer y escribir,750000,45,19,12,4166.666666666667
TQRMNORYQHKMKRCDEGIBJ00788820,2023,3,Noreste,12,02/03/1982,41,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,19,17,1250
TQRMNOUUPHLOKTCDEFNFF00804161,2023,3,Noreste,7,10/03/1999,24,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15000,4,16,3,937.5
TQRMNOQQSHMMMOCDEGJBF00810053,2023,3,Pampeana,13,07/11/1996,26,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,150000,36,15,6,1041.6666666666667
TQRMNOSRQHJOTUCDEIJAH00785840,2023,3,Gran Buenos Aires,33,05/12/1982,40,asistio,"Secundaria
Completa",Privada,4807,Mujer,Cuenta propia,unico,Sabe leer y escribir,140000,54,13,22,648.1481481481482
TQRMNOTRTHJNMMCDEIJAH00791909,2023,3,Gran Buenos Aires,33,02/10/1975,47,asistio,"Superior
Universitaria
Completa",Privada,3300,Varon,Cuenta propia,unico,Sabe leer y escribir,200000,72,19,23,694.4444444444445
TQRMNOTTQHKOTPCDEIJAH00791771,2023,3,Gran Buenos Aires,33,12/01/1971,52,asistio,"Superior
Universitaria
Completa",Privada,4904,Varon,Obrero o empleado,multiples,Sabe leer y escribir,75000,80,19,28,234.375
TQRMNOSRYHMOKSCDEGNFJ00810400,2023,3,Patagonia,17,01/01/1900,43,asistio,"Secundaria
Completa",Privada,8102,Mujer,Obrero o empleado,unico,Sabe leer y escribir,160000,24,13,25,1666.6666666666667
TQRMNOQRTHMMKSCDEGGFB00809695,2023,3,Cuyo,10,01/01/1900,51,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,410000,40,19,27,2562.5
TQRMNOPXYHMOKRCDEOHCH00813285,2023,3,Patagonia,91,06/01/1987,36,asistio,"Secundaria
Completa",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,48000,24,13,18,500
TQSMNOPQXHMMKUCDEGLDF00810273,2023,3,Noreste,15,20/12/1992,30,asistio,"Superior
Universitaria
Completa",Estatal,8509,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,30,16,9,1500
TQRMNOQRPHJLLLCDEIGED00785087,2023,3,Pampeana,30,14/03/1978,45,asistio,"Superior
Universitaria
Incompleta",Otra,6500,Varon,Obrero o empleado,multiples,Sabe leer y escribir,393000,53,15,25,1853.7735849056603
TQRMNOQRUHMKKMCDEGGFB00809662,2023,3,Cuyo,10,01/01/1900,34,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,6900,Varon,Cuenta propia,multiples,Sabe leer y escribir,380000,24,17,12,3958.3333333333335
TQRMNOTPPHMMKPCDEIHJF00811833,2023,3,Patagonia,31,04/01/1967,56,asistio,"Superior
Universitaria
Completa",Privada,87,Mujer,Cuenta propia,unico,Sabe leer y escribir,300000,40,16,35,1875
TQRMNOUXSHMOLOCDEGJBF00810081,2023,3,Pampeana,13,03/05/1990,33,asistio,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,54,17,11,833.3333333333334
TQRMNOPTVHLMLMCDEGLDF00805169,2023,3,Noreste,15,08/12/1986,36,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,220000,40,13,18,1375
TQRMNORSYHMOLLCDEFOCD00809457,2023,3,Noreste,8,10/10/1991,31,asistio,"Secundaria
Completa",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,100000,70,13,13,357.14285714285717
TQRMNOPURHKOKMCDEFMDB00797397,2023,3,Pampeana,6,27/06/1965,58,asistio,"Primaria
Incompleta",Privada,8000,Varon,Obrero o empleado,unico,Sabe leer y escribir,310000,42,3,50,1845.2380952380952
TQRMNORYPHKOKNCDEFOCD00788343,2023,3,Noreste,8,08/11/1972,50,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,70000,48,13,32,364.5833333333333
TQRMNOTYVHJMOLCDEIJAH00791647,2023,3,Gran Buenos Aires,33,28/11/1997,25,asistio,"Secundaria
Incompleta",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,35,11,9,1428.5714285714287
TQRMNOSWUHKNKMCDEGGFB00788645,2023,3,Cuyo,10,01/01/1900,55,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15991,8,10,40,499.71875
TQRMNOTQTHMOLQCDEFLID00809077,2023,3,Pampeana,5,21/06/1976,47,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,40,16,26,1250
TQRMNOQTRHLNKSCDEIJAH00812278,2023,3,Gran Buenos Aires,33,15/02/1961,62,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,48,13,44,416.6666666666667
TQRMNOQPRHLMLTCDEGJBF00804893,2023,3,Pampeana,13,19/05/1988,35,asistio,"Superior
Universitaria
Incompleta",Privada,6500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,60,15,15,1041.6666666666667
TQRMNORRYHJOLOCDEGPDJ00784058,2023,3,Noroeste,19,21/04/1976,47,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,90000,48,8,34,468.75
TQRMNOPQUHKOLLCDEHPJB00790782,2023,3,Noroeste,29,04/05/2004,19,asistio,"Secundaria
Completa",Privada,9000,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,56,13,1,535.7142857142857
TQRMNOTQVHMKKRCDEFOCD00809458,2023,3,Noreste,8,23/02/1984,39,asistio,"Secundaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,240000,35,13,21,1714.2857142857142
TQRMNOTRPHMOKMCDEFNFF00809370,2023,3,Noreste,7,02/01/1997,26,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,30000,24,13,8,312.5
TQRMNOSPWHKNKQCDEIKAH00812952,2023,3,Pampeana,34,21/08/1973,49,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9000,Varon,Cuenta propia,unico,Sabe leer y escribir,110000,24,15,29,1145.8333333333333
TQRMNOPSWHJOKPCDEGLDF00783632,2023,3,Noreste,15,29/10/1974,48,asistio,"Secundaria
Completa",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,190000,48,13,30,989.5833333333334
TQRMNOPSXHJMLMCDEIOAH00786910,2023,3,Pampeana,38,25/06/1986,37,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,72000,36,12,20,500
TQRMNOQWTHMMKNCDEGGFB00809777,2023,3,Cuyo,10,10/05/1983,40,asistio,"Superior
Universitaria
Completa",Privada,8509,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,400000,16,19,16,6250
TQRMNORWUHJLKTCDEHLEH00806071,2023,3,Noroeste,25,01/01/1900,56,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,130000,50,19,32,650
